AccX,AccY,AccZ,AngX,AngY,AngZ,class
-0.29,-0.44,0.82,-27.45,17.62,-0.32,Parado
-0.29,-0.44,0.82,-27.53,17.59,-0.32,Parado
-0.29,-0.45,0.8,-27.63,17.57,-0.32,Parado
-0.28,-0.44,0.82,-27.7,17.57,-0.32,Parado
-0.29,-0.44,0.82,-27.79,17.56,-0.39,Parado
-0.28,-0.44,0.82,-27.88,17.48,-0.39,Parado
-0.28,-0.44,0.82,-27.93,17.45,-0.42,Parado
-0.29,-0.44,0.81,-27.98,17.47,-0.44,Parado
-0.28,-0.44,0.82,-28.06,17.41,-0.48,Parado
-0.27,-0.44,0.81,-28.16,17.3,-0.52,Parado
-0.27,-0.44,0.82,-28.2,17.23,-0.55,Parado
-0.28,-0.44,0.82,-28.28,17.22,-0.57,Parado
-0.28,-0.45,0.81,-28.3,17.19,-0.62,Parado
-0.28,-0.45,0.82,-28.33,17.22,-0.62,Parado
-0.28,-0.44,0.82,-28.38,17.17,-0.61,Parado
-0.28,-0.44,0.81,-28.42,17.19,-0.63,Parado
-0.28,-0.45,0.81,-28.5,17.13,-0.66,Parado
-0.27,-0.44,0.83,-28.56,17.06,-0.65,Parado
-0.28,-0.45,0.81,-28.59,17.09,-0.66,Parado
-0.27,-0.45,0.82,-28.63,17.12,-0.66,Parado
-0.28,-0.45,0.82,-28.68,17.06,-0.66,Parado
-0.27,-0.45,0.81,-28.72,17.05,-0.67,Parado
-0.27,-0.44,0.82,-28.75,17.07,-0.67,Parado
-0.27,-0.44,0.83,-28.78,17.02,-0.71,Parado
-0.27,-0.44,0.81,-28.84,17.01,-0.71,Parado
-0.27,-0.44,0.82,-28.89,16.99,-0.71,Parado
-0.28,-0.45,0.82,-28.95,17.0,-0.7,Parado
-0.28,-0.45,0.82,-29.01,17.01,-0.7,Parado
-0.27,-0.45,0.82,-29.05,17.02,-0.68,Parado
-0.27,-0.44,0.82,-29.09,17.0,-0.67,Parado
-0.27,-0.45,0.82,-29.15,17.01,-0.66,Parado
-0.27,-0.45,0.82,-29.17,17.03,-0.65,Parado
-0.27,-0.44,0.82,-29.21,17.03,-0.65,Parado
-0.28,-0.45,0.83,-29.23,17.06,-0.64,Parado
-0.27,-0.44,0.82,-29.3,17.05,-0.64,Parado
-0.27,-0.45,0.82,-29.32,17.05,-0.63,Parado
-0.27,-0.44,0.82,-29.36,17.06,-0.64,Parado
-0.27,-0.45,0.81,-29.41,17.07,-0.62,Parado
-0.27,-0.45,0.82,-29.42,17.03,-0.63,Parado
-0.27,-0.44,0.83,-29.45,17.05,-0.63,Parado
-0.27,-0.45,0.81,-29.47,17.05,-0.62,Parado
-0.27,-0.46,0.8,-29.53,16.97,-0.61,Parado
-0.27,-0.45,0.83,-29.55,16.99,-0.64,Parado
-0.27,-0.45,0.81,-29.61,16.95,-0.67,Parado
-0.27,-0.44,0.82,-29.62,16.93,-0.67,Parado
-0.27,-0.45,0.82,-29.67,16.93,-0.69,Parado
-0.28,-0.47,0.82,-29.49,16.86,-0.98,Parado
-0.27,-0.44,0.83,-29.2,16.63,-1.18,Parado
-0.25,-0.46,0.81,-29.27,16.61,-1.18,Parado
-0.27,-0.44,0.83,-29.3,16.53,-1.18,Parado
-0.26,-0.45,0.83,-29.3,16.63,-1.19,Parado
-0.26,-0.44,0.83,-29.34,16.59,-1.2,Parado
-0.26,-0.44,0.82,-29.35,16.6,-1.19,Parado
-0.26,-0.45,0.82,-29.38,16.58,-1.18,Parado
-0.27,-0.44,0.82,-29.43,16.54,-1.2,Parado
-0.26,-0.45,0.84,-29.43,16.56,-1.18,Parado
-0.26,-0.44,0.83,-29.46,16.52,-1.18,Parado
-0.26,-0.44,0.82,-29.51,16.54,-1.16,Parado
-0.25,-0.45,0.83,-29.53,16.51,-1.15,Parado
-0.25,-0.44,0.82,-29.57,16.47,-1.14,Parado
-0.27,-0.44,0.83,-29.6,16.39,-1.14,Parado
-0.26,-0.44,0.82,-29.62,16.38,-1.14,Parado
-0.25,-0.44,0.82,-29.63,16.37,-1.14,Parado
-0.26,-0.44,0.82,-29.67,16.35,-1.13,Parado
-0.26,-0.44,0.83,-29.7,16.32,-1.13,Parado
-0.26,-0.44,0.82,-29.73,16.33,-1.14,Parado
-0.26,-0.45,0.82,-29.76,16.35,-1.14,Parado
-0.25,-0.44,0.83,-29.76,16.31,-1.14,Parado
-0.26,-0.44,0.83,-29.77,16.33,-1.13,Parado
-0.25,-0.44,0.82,-29.79,16.34,-1.12,Parado
-0.26,-0.45,0.82,-29.82,16.33,-1.12,Parado
-0.26,-0.44,0.83,-29.85,16.32,-1.11,Parado
-0.26,-0.44,0.82,-29.88,16.3,-1.11,Parado
-0.26,-0.45,0.83,-29.91,16.33,-1.1,Parado
-0.25,-0.44,0.83,-29.92,16.33,-1.1,Parado
-0.26,-0.44,0.83,-29.94,16.34,-1.09,Parado
-0.26,-0.44,0.84,-29.95,16.32,-1.06,Parado
-0.25,-0.45,0.83,-29.98,16.28,-1.05,Parado
-0.25,-0.45,0.83,-29.99,16.28,-1.05,Parado
-0.26,-0.45,0.82,-30.0,16.27,-1.03,Parado
-0.25,-0.45,0.83,-30.02,16.26,-1.02,Parado
-0.26,-0.44,0.83,-30.04,16.24,-1.03,Parado
-0.25,-0.45,0.82,-30.07,16.24,-1.02,Parado
-0.25,-0.45,0.82,-30.09,16.22,-1.01,Parado
-0.26,-0.44,0.83,-30.09,16.21,-1.0,Parado
-0.26,-0.46,0.82,-30.11,16.23,-1.01,Parado
-0.26,-0.44,0.83,-30.13,16.24,-1.01,Parado
-0.26,-0.44,0.83,-30.13,16.24,-1.0,Parado
-0.26,-0.44,0.82,-30.14,16.23,-1.0,Parado
-0.26,-0.44,0.82,-30.15,16.22,-0.99,Parado
-0.25,-0.44,0.82,-30.18,16.21,-0.99,Parado
-0.25,-0.45,0.83,-30.2,16.21,-0.99,Parado
-0.25,-0.44,0.82,-30.22,16.19,-0.98,Parado
-0.25,-0.45,0.82,-30.24,16.19,-0.98,Parado
-0.25,-0.45,0.82,-30.26,16.18,-0.98,Parado
-0.25,-0.44,0.83,-30.27,16.17,-0.97,Parado
-0.25,-0.47,0.81,-30.32,16.15,-0.99,Parado
-0.25,-0.44,0.82,-30.31,16.17,-0.99,Parado
-0.25,-0.44,0.83,-30.31,16.19,-0.97,Parado
-0.25,-0.45,0.83,-30.34,16.21,-0.96,Parado
-0.26,-0.45,0.83,-30.35,16.18,-0.95,Parado
-0.25,-0.45,0.83,-30.35,16.16,-0.95,Parado
-0.25,-0.45,0.82,-30.37,16.17,-0.94,Parado
-0.25,-0.45,0.83,-30.39,16.15,-0.93,Parado
-0.25,-0.45,0.82,-30.41,16.13,-0.93,Parado
-0.25,-0.45,0.82,-30.43,16.12,-0.93,Parado
-0.25,-0.44,0.82,-30.43,16.12,-0.92,Parado
-0.25,-0.45,0.82,-30.45,16.12,-0.91,Parado
-0.26,-0.44,0.82,-30.46,16.12,-0.91,Parado
-0.26,-0.45,0.82,-30.47,16.12,-0.91,Parado
-0.25,-0.44,0.83,-30.48,16.13,-0.9,Parado
-0.25,-0.44,0.83,-30.48,16.12,-0.89,Parado
-0.26,-0.45,0.82,-30.49,16.13,-0.88,Parado
-0.26,-0.44,0.83,-30.5,16.12,-0.87,Parado
-0.25,-0.45,0.83,-30.49,16.11,-0.87,Parado
-0.26,-0.45,0.83,-30.51,16.09,-0.86,Parado
-0.25,-0.45,0.82,-30.53,16.07,-0.85,Parado
-0.25,-0.45,0.83,-30.54,16.05,-0.85,Parado
-0.25,-0.45,0.82,-30.57,16.04,-0.82,Parado
-0.25,-0.45,0.82,-30.56,16.09,-0.87,Parado
-0.25,-0.44,0.82,-30.6,16.09,-0.88,Parado
-0.25,-0.45,0.82,-30.62,16.06,-0.84,Parado
-0.25,-0.45,0.82,-30.66,16.05,-0.84,Parado
-0.25,-0.44,0.82,-30.7,15.99,-0.85,Parado
-0.26,-0.45,0.81,-30.69,16.04,-0.87,Parado
-0.26,-0.45,0.82,-30.69,16.05,-0.87,Parado
-0.25,-0.45,0.84,-30.71,16.0,-0.86,Parado
-0.26,-0.45,0.83,-30.7,16.0,-0.85,Parado
-0.25,-0.46,0.83,-30.73,15.97,-0.85,Parado
-0.25,-0.45,0.82,-30.79,15.93,-0.86,Parado
-0.25,-0.46,0.83,-30.81,15.89,-0.86,Parado
-0.25,-0.44,0.84,-30.81,15.86,-0.84,Parado
-0.25,-0.44,0.83,-30.83,15.9,-0.81,Parado
-0.25,-0.45,0.83,-30.78,15.92,-0.82,Parado
